id,product_id,ingredient_id,created_at,updated_at
62,1724,962,2024-05-02 10:49:38.695712,
63,1405,962,2024-05-02 10:49:38.695712,
64,1725,962,2024-05-02 10:49:38.695712,
65,1726,962,2024-05-02 10:49:38.695712,
66,1728,962,2024-05-02 10:49:38.695712,
67,1842,962,2024-05-02 10:49:38.695712,
68,1835,962,2024-05-02 10:49:38.695712,
69,1834,962,2024-05-02 10:49:38.695712,
70,1776,962,2024-05-02 10:49:38.695712,
71,1774,962,2024-05-02 10:49:38.695712,
72,1840,962,2024-05-02 10:49:38.695712,
73,1404,962,2024-05-02 10:49:38.695712,
74,1841,962,2024-05-02 10:49:38.695712,
75,1769,962,2024-05-02 10:49:38.695712,
76,1842,2150,2024-05-02 10:49:38.695712,
77,1833,2150,2024-05-02 10:49:38.695712,
78,1834,2150,2024-05-02 10:49:38.695712,
79,1835,2150,2024-05-02 10:49:38.695712,
80,1836,2150,2024-05-02 10:49:38.695712,
81,1837,2150,2024-05-02 10:49:38.695712,
82,1840,2150,2024-05-02 10:49:38.695712,
83,1841,2150,2024-05-02 10:49:38.695712,
84,1843,2150,2024-05-02 10:49:38.695712,
85,2442,2150,2024-05-02 10:49:38.695712,
86,2591,2579,2024-05-02 10:49:38.695712,
87,2574,2579,2024-05-02 10:49:38.695712,
88,1773,2579,2024-05-02 10:49:38.695712,
89,1305,2579,2024-05-02 10:49:38.695712,
90,1303,2579,2024-05-02 10:49:38.695712,
91,1304,2579,2024-05-02 10:49:38.695712,
92,1836,226,2024-05-02 10:49:38.695712,
93,1845,226,2024-05-02 10:49:38.695712,
94,1847,226,2024-05-02 10:49:38.695712,
95,1849,226,2024-05-02 10:49:38.695712,
96,1848,226,2024-05-02 10:49:38.695712,
97,1837,226,2024-05-02 10:49:38.695712,
98,1846,226,2024-05-02 10:49:38.695712,
99,1728,2271,2024-05-02 10:49:38.695712,
100,1726,2271,2024-05-02 10:49:38.695712,
101,1724,2271,2024-05-02 10:49:38.695712,
102,1725,2271,2024-05-02 10:49:38.695712,
103,929,1807,2024-05-02 10:49:38.695712,
104,933,1807,2024-05-02 10:49:38.695712,
105,932,1807,2024-05-02 10:49:38.695712,
106,2624,1378,2024-05-02 10:49:38.695712,
107,2621,1378,2024-05-02 10:49:38.695712,
108,2626,1378,2024-05-02 10:49:38.695712,
109,2628,1378,2024-05-02 10:49:38.695712,
110,2625,1378,2024-05-02 10:49:38.695712,
111,2620,1378,2024-05-02 10:49:38.695712,
112,2629,1378,2024-05-02 10:49:38.695712,
113,2627,1378,2024-05-02 10:49:38.695712,
114,2622,1378,2024-05-02 10:49:38.695712,
115,2623,1378,2024-05-02 10:49:38.695712,
116,2619,1378,2024-05-02 10:49:38.695712,
117,1840,318,2024-05-02 10:49:38.695712,
118,1833,318,2024-05-02 10:49:38.695712,
119,1835,318,2024-05-02 10:49:38.695712,
120,1834,318,2024-05-02 10:49:38.695712,
121,1842,318,2024-05-02 10:49:38.695712,
122,1843,318,2024-05-02 10:49:38.695712,
123,1841,318,2024-05-02 10:49:38.695712,
124,487,1997,2024-05-02 10:49:38.695712,
125,486,1997,2024-05-02 10:49:38.695712,
126,1824,1095,2024-05-02 10:49:38.695712,
127,1831,1095,2024-05-02 10:49:38.695712,
128,1825,1095,2024-05-02 10:49:38.695712,
129,1828,1095,2024-05-02 10:49:38.695712,
130,1826,1095,2024-05-02 10:49:38.695712,
131,1830,1095,2024-05-02 10:49:38.695712,
132,1832,1095,2024-05-02 10:49:38.695712,
133,50,1095,2024-05-02 10:49:38.695712,
134,42,1095,2024-05-02 10:49:38.695712,
135,43,1095,2024-05-02 10:49:38.695712,
136,717,920,2024-05-02 10:49:38.695712,
137,2111,1478,2024-05-02 10:49:38.695712,
138,2115,1478,2024-05-02 10:49:38.695712,
139,2113,1478,2024-05-02 10:49:38.695712,
140,2111,1063,2024-05-02 10:49:38.695712,
141,2113,1063,2024-05-02 10:49:38.695712,
142,2115,1063,2024-05-02 10:49:38.695712,
143,1716,512,2024-05-02 10:49:38.695712,
144,1726,512,2024-05-02 10:49:38.695712,
145,1737,512,2024-05-02 10:49:38.695712,
146,1741,512,2024-05-02 10:49:38.695712,
147,1732,512,2024-05-02 10:49:38.695712,
148,1724,512,2024-05-02 10:49:38.695712,
149,1725,512,2024-05-02 10:49:38.695712,
150,1728,512,2024-05-02 10:49:38.695712,
151,1743,512,2024-05-02 10:49:38.695712,
152,1739,512,2024-05-02 10:49:38.695712,
153,1734,512,2024-05-02 10:49:38.695712,
154,457,512,2024-05-02 10:49:38.695712,
155,444,512,2024-05-02 10:49:38.695712,
156,445,512,2024-05-02 10:49:38.695712,
157,456,512,2024-05-02 10:49:38.695712,
158,2858,512,2024-05-02 10:49:38.695712,
159,2859,512,2024-05-02 10:49:38.695712,
160,2857,512,2024-05-02 10:49:38.695712,
161,493,1969,2024-05-02 10:49:38.695712,
162,494,1969,2024-05-02 10:49:38.695712,
163,458,484,2024-05-02 10:49:38.695712,
164,1107,2585,2024-05-02 10:49:38.695712,
165,1102,173,2024-05-02 10:49:38.695712,
166,1099,173,2024-05-02 10:49:38.695712,
167,1109,173,2024-05-02 10:49:38.695712,
168,473,173,2024-05-02 10:49:38.695712,
169,1103,173,2024-05-02 10:49:38.695712,
170,443,173,2024-05-02 10:49:38.695712,
171,475,173,2024-05-02 10:49:38.695712,
172,1100,173,2024-05-02 10:49:38.695712,
173,1101,173,2024-05-02 10:49:38.695712,
174,472,173,2024-05-02 10:49:38.695712,
175,50,173,2024-05-02 10:49:38.695712,
176,1735,173,2024-05-02 10:49:38.695712,
177,1736,173,2024-05-02 10:49:38.695712,
178,1633,173,2024-05-02 10:49:38.695712,
179,1738,173,2024-05-02 10:49:38.695712,
180,1742,173,2024-05-02 10:49:38.695712,
181,1635,173,2024-05-02 10:49:38.695712,
182,1636,173,2024-05-02 10:49:38.695712,
183,1929,173,2024-05-02 10:49:38.695712,
184,1744,173,2024-05-02 10:49:38.695712,
185,1835,173,2024-05-02 10:49:38.695712,
186,1637,173,2024-05-02 10:49:38.695712,
187,1834,173,2024-05-02 10:49:38.695712,
188,1833,173,2024-05-02 10:49:38.695712,
189,1718,173,2024-05-02 10:49:38.695712,
190,1733,173,2024-05-02 10:49:38.695712,
191,1638,173,2024-05-02 10:49:38.695712,
192,1717,173,2024-05-02 10:49:38.695712,
193,1836,173,2024-05-02 10:49:38.695712,
194,1723,173,2024-05-02 10:49:38.695712,
195,1640,173,2024-05-02 10:49:38.695712,
196,1715,173,2024-05-02 10:49:38.695712,
197,1722,173,2024-05-02 10:49:38.695712,
198,1721,173,2024-05-02 10:49:38.695712,
199,1731,173,2024-05-02 10:49:38.695712,
200,1714,173,2024-05-02 10:49:38.695712,
201,1837,173,2024-05-02 10:49:38.695712,
202,1740,173,2024-05-02 10:49:38.695712,
203,1713,173,2024-05-02 10:49:38.695712,
204,1730,173,2024-05-02 10:49:38.695712,
205,1296,173,2024-05-02 10:49:38.695712,
206,1297,173,2024-05-02 10:49:38.695712,
207,1839,173,2024-05-02 10:49:38.695712,
208,1712,173,2024-05-02 10:49:38.695712,
209,1298,173,2024-05-02 10:49:38.695712,
210,1306,173,2024-05-02 10:49:38.695712,
211,1729,173,2024-05-02 10:49:38.695712,
212,2301,173,2024-05-02 10:49:38.695712,
213,1840,173,2024-05-02 10:49:38.695712,
214,1849,173,2024-05-02 10:49:38.695712,
215,1848,173,2024-05-02 10:49:38.695712,
216,1847,173,2024-05-02 10:49:38.695712,
217,1841,173,2024-05-02 10:49:38.695712,
218,1307,173,2024-05-02 10:49:38.695712,
219,1846,173,2024-05-02 10:49:38.695712,
220,1845,173,2024-05-02 10:49:38.695712,
221,1844,173,2024-05-02 10:49:38.695712,
222,1842,173,2024-05-02 10:49:38.695712,
223,1843,173,2024-05-02 10:49:38.695712,
224,2604,173,2024-05-02 10:49:38.695712,
225,2605,173,2024-05-02 10:49:38.695712,
226,2603,173,2024-05-02 10:49:38.695712,
227,1831,1263,2024-05-02 10:49:38.695712,
228,2114,1811,2024-05-02 10:49:38.695712,
229,2100,1811,2024-05-02 10:49:38.695712,
230,2117,1811,2024-05-02 10:49:38.695712,
231,2116,1811,2024-05-02 10:49:38.695712,
232,2112,1811,2024-05-02 10:49:38.695712,
233,2118,1811,2024-05-02 10:49:38.695712,
234,2055,1811,2024-05-02 10:49:38.695712,
235,2068,1811,2024-05-02 10:49:38.695712,
236,1316,1008,2024-05-02 10:49:38.695712,
237,1320,1008,2024-05-02 10:49:38.695712,
238,1331,1008,2024-05-02 10:49:38.695712,
239,1315,1008,2024-05-02 10:49:38.695712,
240,1328,1008,2024-05-02 10:49:38.695712,
241,1330,1008,2024-05-02 10:49:38.695712,
242,1329,1008,2024-05-02 10:49:38.695712,
243,1317,1008,2024-05-02 10:49:38.695712,
244,1333,1008,2024-05-02 10:49:38.695712,
245,1332,1008,2024-05-02 10:49:38.695712,
246,2570,1008,2024-05-02 10:49:38.695712,
247,2585,1008,2024-05-02 10:49:38.695712,
248,2572,1008,2024-05-02 10:49:38.695712,
249,2571,1008,2024-05-02 10:49:38.695712,
250,76,1303,2024-05-02 10:49:38.695712,
251,1725,1167,2024-05-02 10:49:38.695712,
252,1834,1167,2024-05-02 10:49:38.695712,
253,1726,1167,2024-05-02 10:49:38.695712,
254,1728,1167,2024-05-02 10:49:38.695712,
255,1842,1167,2024-05-02 10:49:38.695712,
256,1833,1167,2024-05-02 10:49:38.695712,
257,1843,1167,2024-05-02 10:49:38.695712,
258,1835,1167,2024-05-02 10:49:38.695712,
259,1841,1167,2024-05-02 10:49:38.695712,
260,1724,1167,2024-05-02 10:49:38.695712,
261,1840,1167,2024-05-02 10:49:38.695712,
262,1846,1750,2024-05-02 10:49:38.695712,
263,1836,1750,2024-05-02 10:49:38.695712,
264,1837,1750,2024-05-02 10:49:38.695712,
265,1844,1750,2024-05-02 10:49:38.695712,
266,1845,1750,2024-05-02 10:49:38.695712,
267,1847,1750,2024-05-02 10:49:38.695712,
268,1848,1750,2024-05-02 10:49:38.695712,
269,1638,1750,2024-05-02 10:49:38.695712,
270,1637,1750,2024-05-02 10:49:38.695712,
271,1636,1750,2024-05-02 10:49:38.695712,
272,472,1750,2024-05-02 10:49:38.695712,
273,1099,1750,2024-05-02 10:49:38.695712,
274,475,1750,2024-05-02 10:49:38.695712,
275,473,1750,2024-05-02 10:49:38.695712,
276,492,1736,2024-05-02 10:49:38.695712,
277,491,1736,2024-05-02 10:49:38.695712,
278,487,1736,2024-05-02 10:49:38.695712,
279,2113,1736,2024-05-02 10:49:38.695712,
280,2445,1736,2024-05-02 10:49:38.695712,
281,2444,1736,2024-05-02 10:49:38.695712,
282,2592,475,2024-05-02 10:49:38.695712,
283,2591,475,2024-05-02 10:49:38.695712,
284,641,475,2024-05-02 10:49:38.695712,
285,643,475,2024-05-02 10:49:38.695712,
286,642,475,2024-05-02 10:49:38.695712,
287,1930,1222,2024-05-02 10:49:38.695712,
288,2301,1222,2024-05-02 10:49:38.695712,
289,449,741,2024-05-02 10:49:38.695712,
290,448,741,2024-05-02 10:49:38.695712,
291,447,741,2024-05-02 10:49:38.695712,
292,453,741,2024-05-02 10:49:38.695712,
293,450,741,2024-05-02 10:49:38.695712,
294,451,741,2024-05-02 10:49:38.695712,
295,444,741,2024-05-02 10:49:38.695712,
296,452,741,2024-05-02 10:49:38.695712,
297,440,741,2024-05-02 10:49:38.695712,
298,641,1673,2024-05-02 10:49:38.695712,
299,448,1673,2024-05-02 10:49:38.695712,
300,2855,1673,2024-05-02 10:49:38.695712,
301,2582,1673,2024-05-02 10:49:38.695712,
302,2414,1673,2024-05-02 10:49:38.695712,
303,1298,1673,2024-05-02 10:49:38.695712,
304,1822,1673,2024-05-02 10:49:38.695712,
305,1829,1673,2024-05-02 10:49:38.695712,
306,1415,1673,2024-05-02 10:49:38.695712,
307,289,1039,2024-05-02 10:49:38.695712,
308,39,2102,2024-05-02 10:49:38.695712,
309,38,2102,2024-05-02 10:49:38.695712,
310,1822,2102,2024-05-02 10:49:38.695712,
311,1829,2102,2024-05-02 10:49:38.695712,
312,1942,556,2024-05-02 10:49:38.695712,
313,1712,556,2024-05-02 10:49:38.695712,
314,1298,556,2024-05-02 10:49:38.695712,
315,1305,556,2024-05-02 10:49:38.695712,
316,466,556,2024-05-02 10:49:38.695712,
317,467,556,2024-05-02 10:49:38.695712,
318,641,556,2024-05-02 10:49:38.695712,
319,2468,556,2024-05-02 10:49:38.695712,
320,1825,2654,2024-05-02 10:49:38.695712,
321,1825,1985,2024-05-02 10:49:38.695712,
322,1829,1985,2024-05-02 10:49:38.695712,
323,1822,1985,2024-05-02 10:49:38.695712,
324,2647,1985,2024-05-02 10:49:38.695712,
325,289,1985,2024-05-02 10:49:38.695712,
326,2646,1985,2024-05-02 10:49:38.695712,
327,493,677,2024-05-02 10:49:38.695712,
328,38,677,2024-05-02 10:49:38.695712,
329,641,677,2024-05-02 10:49:38.695712,
330,2646,677,2024-05-02 10:49:38.695712,
331,289,677,2024-05-02 10:49:38.695712,
332,2647,677,2024-05-02 10:49:38.695712,
333,466,677,2024-05-02 10:49:38.695712,
334,1825,677,2024-05-02 10:49:38.695712,
335,1715,677,2024-05-02 10:49:38.695712,
336,1712,677,2024-05-02 10:49:38.695712,
337,1942,677,2024-05-02 10:49:38.695712,
338,1305,677,2024-05-02 10:49:38.695712,
339,1829,677,2024-05-02 10:49:38.695712,
340,1298,677,2024-05-02 10:49:38.695712,
341,1825,1752,2024-05-02 10:49:38.695712,
342,1825,323,2024-05-02 10:49:38.695712,
343,2604,38,2024-05-02 10:49:38.695712,
344,2605,38,2024-05-02 10:49:38.695712,
345,2603,38,2024-05-02 10:49:38.695712,
346,494,38,2024-05-02 10:49:38.695712,
347,493,38,2024-05-02 10:49:38.695712,
348,1836,2625,2024-05-02 10:49:38.695712,
349,1849,2625,2024-05-02 10:49:38.695712,
350,1838,2625,2024-05-02 10:49:38.695712,
351,1846,2625,2024-05-02 10:49:38.695712,
352,1845,2625,2024-05-02 10:49:38.695712,
353,1837,2625,2024-05-02 10:49:38.695712,
354,2441,2625,2024-05-02 10:49:38.695712,
355,2443,2625,2024-05-02 10:49:38.695712,
356,2444,2625,2024-05-02 10:49:38.695712,
357,2442,2625,2024-05-02 10:49:38.695712,
358,2445,2625,2024-05-02 10:49:38.695712,
359,2591,836,2024-05-02 10:49:38.695712,
360,2592,836,2024-05-02 10:49:38.695712,
361,716,836,2024-05-02 10:49:38.695712,
362,481,2157,2024-05-02 10:49:38.695712,
363,480,2157,2024-05-02 10:49:38.695712,
364,1106,2157,2024-05-02 10:49:38.695712,
365,1108,2157,2024-05-02 10:49:38.695712,
366,1100,2157,2024-05-02 10:49:38.695712,
367,1099,2157,2024-05-02 10:49:38.695712,
368,714,2157,2024-05-02 10:49:38.695712,
369,492,2157,2024-05-02 10:49:38.695712,
370,1101,2157,2024-05-02 10:49:38.695712,
371,1109,2157,2024-05-02 10:49:38.695712,
372,491,2157,2024-05-02 10:49:38.695712,
373,1107,2157,2024-05-02 10:49:38.695712,
374,1637,2157,2024-05-02 10:49:38.695712,
375,1638,2157,2024-05-02 10:49:38.695712,
376,1897,2157,2024-05-02 10:49:38.695712,
377,1636,2157,2024-05-02 10:49:38.695712,
378,478,1629,2024-05-02 10:49:38.695712,
379,1769,385,2024-05-02 10:49:38.695712,
380,1897,1044,2024-05-02 10:49:38.695712,
381,1308,1044,2024-05-02 10:49:38.695712,
382,1939,1044,2024-05-02 10:49:38.695712,
383,1822,1044,2024-05-02 10:49:38.695712,
384,1737,1044,2024-05-02 10:49:38.695712,
385,1635,1044,2024-05-02 10:49:38.695712,
386,1304,1044,2024-05-02 10:49:38.695712,
387,1829,1044,2024-05-02 10:49:38.695712,
388,1725,1044,2024-05-02 10:49:38.695712,
389,1423,1044,2024-05-02 10:49:38.695712,
390,1743,1044,2024-05-02 10:49:38.695712,
391,1724,1044,2024-05-02 10:49:38.695712,
392,2068,1044,2024-05-02 10:49:38.695712,
393,1840,1044,2024-05-02 10:49:38.695712,
394,1413,1044,2024-05-02 10:49:38.695712,
395,1328,1044,2024-05-02 10:49:38.695712,
396,1316,1044,2024-05-02 10:49:38.695712,
397,1303,1044,2024-05-02 10:49:38.695712,
398,1821,1044,2024-05-02 10:49:38.695712,
399,1947,1044,2024-05-02 10:49:38.695712,
400,1636,1044,2024-05-02 10:49:38.695712,
401,1414,1044,2024-05-02 10:49:38.695712,
402,1726,1044,2024-05-02 10:49:38.695712,
403,1408,1044,2024-05-02 10:49:38.695712,
404,1744,1044,2024-05-02 10:49:38.695712,
405,1851,1044,2024-05-02 10:49:38.695712,
406,1929,1044,2024-05-02 10:49:38.695712,
407,1843,1044,2024-05-02 10:49:38.695712,
408,1415,1044,2024-05-02 10:49:38.695712,
409,1734,1044,2024-05-02 10:49:38.695712,
410,1727,1044,2024-05-02 10:49:38.695712,
411,1946,1044,2024-05-02 10:49:38.695712,
412,1842,1044,2024-05-02 10:49:38.695712,
413,1299,1044,2024-05-02 10:49:38.695712,
414,1317,1044,2024-05-02 10:49:38.695712,
415,1424,1044,2024-05-02 10:49:38.695712,
416,1416,1044,2024-05-02 10:49:38.695712,
417,1723,1044,2024-05-02 10:49:38.695712,
418,1854,1044,2024-05-02 10:49:38.695712,
419,1745,1044,2024-05-02 10:49:38.695712,
420,1417,1044,2024-05-02 10:49:38.695712,
421,1306,1044,2024-05-02 10:49:38.695712,
422,1855,1044,2024-05-02 10:49:38.695712,
423,1728,1044,2024-05-02 10:49:38.695712,
424,1739,1044,2024-05-02 10:49:38.695712,
425,1411,1044,2024-05-02 10:49:38.695712,
426,1418,1044,2024-05-02 10:49:38.695712,
427,1298,1044,2024-05-02 10:49:38.695712,
428,1333,1044,2024-05-02 10:49:38.695712,
429,1714,1044,2024-05-02 10:49:38.695712,
430,1945,1044,2024-05-02 10:49:38.695712,
431,1940,1044,2024-05-02 10:49:38.695712,
432,1716,1044,2024-05-02 10:49:38.695712,
433,1731,1044,2024-05-02 10:49:38.695712,
434,1935,1044,2024-05-02 10:49:38.695712,
435,1896,1044,2024-05-02 10:49:38.695712,
436,1721,1044,2024-05-02 10:49:38.695712,
437,1834,1044,2024-05-02 10:49:38.695712,
438,1320,1044,2024-05-02 10:49:38.695712,
439,1331,1044,2024-05-02 10:49:38.695712,
440,1639,1044,2024-05-02 10:49:38.695712,
441,1640,1044,2024-05-02 10:49:38.695712,
442,1406,1044,2024-05-02 10:49:38.695712,
443,1736,1044,2024-05-02 10:49:38.695712,
444,1715,1044,2024-05-02 10:49:38.695712,
445,1937,1044,2024-05-02 10:49:38.695712,
446,1738,1044,2024-05-02 10:49:38.695712,
447,1827,1044,2024-05-02 10:49:38.695712,
448,1741,1044,2024-05-02 10:49:38.695712,
449,1841,1044,2024-05-02 10:49:38.695712,
450,2100,1044,2024-05-02 10:49:38.695712,
451,1421,1044,2024-05-02 10:49:38.695712,
452,1315,1044,2024-05-02 10:49:38.695712,
453,1307,1044,2024-05-02 10:49:38.695712,
454,1927,1044,2024-05-02 10:49:38.695712,
455,1410,1044,2024-05-02 10:49:38.695712,
456,1722,1044,2024-05-02 10:49:38.695712,
457,1633,1044,2024-05-02 10:49:38.695712,
458,1309,1044,2024-05-02 10:49:38.695712,
459,1742,1044,2024-05-02 10:49:38.695712,
460,1823,1044,2024-05-02 10:49:38.695712,
461,1305,1044,2024-05-02 10:49:38.695712,
462,1634,1044,2024-05-02 10:49:38.695712,
463,1735,1044,2024-05-02 10:49:38.695712,
464,1930,1044,2024-05-02 10:49:38.695712,
465,1733,1044,2024-05-02 10:49:38.695712,
466,1718,1044,2024-05-02 10:49:38.695712,
467,1330,1044,2024-05-02 10:49:38.695712,
468,1773,1044,2024-05-02 10:49:38.695712,
469,1412,1044,2024-05-02 10:49:38.695712,
470,2055,1044,2024-05-02 10:49:38.695712,
471,1772,1044,2024-05-02 10:49:38.695712,
472,1835,1044,2024-05-02 10:49:38.695712,
473,1332,1044,2024-05-02 10:49:38.695712,
474,1771,1044,2024-05-02 10:49:38.695712,
475,1770,1044,2024-05-02 10:49:38.695712,
476,1717,1044,2024-05-02 10:49:38.695712,
477,2102,1044,2024-05-02 10:49:38.695712,
478,1769,1044,2024-05-02 10:49:38.695712,
479,1938,1044,2024-05-02 10:49:38.695712,
480,2107,1044,2024-05-02 10:49:38.695712,
481,1638,1044,2024-05-02 10:49:38.695712,
482,1934,1044,2024-05-02 10:49:38.695712,
483,1719,1044,2024-05-02 10:49:38.695712,
484,1928,1044,2024-05-02 10:49:38.695712,
485,1740,1044,2024-05-02 10:49:38.695712,
486,1713,1044,2024-05-02 10:49:38.695712,
487,1730,1044,2024-05-02 10:49:38.695712,
488,1720,1044,2024-05-02 10:49:38.695712,
489,1732,1044,2024-05-02 10:49:38.695712,
490,1409,1044,2024-05-02 10:49:38.695712,
491,1729,1044,2024-05-02 10:49:38.695712,
492,1297,1044,2024-05-02 10:49:38.695712,
493,1419,1044,2024-05-02 10:49:38.695712,
494,1833,1044,2024-05-02 10:49:38.695712,
495,1422,1044,2024-05-02 10:49:38.695712,
496,1936,1044,2024-05-02 10:49:38.695712,
497,1329,1044,2024-05-02 10:49:38.695712,
498,1296,1044,2024-05-02 10:49:38.695712,
499,1712,1044,2024-05-02 10:49:38.695712,
500,1941,1044,2024-05-02 10:49:38.695712,
501,1637,1044,2024-05-02 10:49:38.695712,
502,1746,1044,2024-05-02 10:49:38.695712,
503,1404,1044,2024-05-02 10:49:38.695712,
504,1405,1044,2024-05-02 10:49:38.695712,
505,1407,1044,2024-05-02 10:49:38.695712,
506,1420,1044,2024-05-02 10:49:38.695712,
507,2410,1044,2024-05-02 10:49:38.695712,
508,2414,1044,2024-05-02 10:49:38.695712,
509,2589,1044,2024-05-02 10:49:38.695712,
510,2391,1044,2024-05-02 10:49:38.695712,
511,2440,1044,2024-05-02 10:49:38.695712,
512,2860,1044,2024-05-02 10:49:38.695712,
513,2437,1044,2024-05-02 10:49:38.695712,
514,2423,1044,2024-05-02 10:49:38.695712,
515,2605,1044,2024-05-02 10:49:38.695712,
516,2857,1044,2024-05-02 10:49:38.695712,
517,2393,1044,2024-05-02 10:49:38.695712,
518,2625,1044,2024-05-02 10:49:38.695712,
519,2471,1044,2024-05-02 10:49:38.695712,
520,2620,1044,2024-05-02 10:49:38.695712,
521,2628,1044,2024-05-02 10:49:38.695712,
522,2582,1044,2024-05-02 10:49:38.695712,
523,2590,1044,2024-05-02 10:49:38.695712,
524,2624,1044,2024-05-02 10:49:38.695712,
525,2588,1044,2024-05-02 10:49:38.695712,
526,2415,1044,2024-05-02 10:49:38.695712,
527,2604,1044,2024-05-02 10:49:38.695712,
528,2473,1044,2024-05-02 10:49:38.695712,
529,2439,1044,2024-05-02 10:49:38.695712,
530,2581,1044,2024-05-02 10:49:38.695712,
531,2396,1044,2024-05-02 10:49:38.695712,
532,2858,1044,2024-05-02 10:49:38.695712,
533,2422,1044,2024-05-02 10:49:38.695712,
534,2428,1044,2024-05-02 10:49:38.695712,
535,2571,1044,2024-05-02 10:49:38.695712,
536,2584,1044,2024-05-02 10:49:38.695712,
537,2603,1044,2024-05-02 10:49:38.695712,
538,2417,1044,2024-05-02 10:49:38.695712,
539,2394,1044,2024-05-02 10:49:38.695712,
540,2407,1044,2024-05-02 10:49:38.695712,
541,2626,1044,2024-05-02 10:49:38.695712,
542,2435,1044,2024-05-02 10:49:38.695712,
543,2586,1044,2024-05-02 10:49:38.695712,
544,2430,1044,2024-05-02 10:49:38.695712,
545,2426,1044,2024-05-02 10:49:38.695712,
546,2438,1044,2024-05-02 10:49:38.695712,
547,2411,1044,2024-05-02 10:49:38.695712,
548,2629,1044,2024-05-02 10:49:38.695712,
549,2622,1044,2024-05-02 10:49:38.695712,
550,2619,1044,2024-05-02 10:49:38.695712,
551,2578,1044,2024-05-02 10:49:38.695712,
552,2431,1044,2024-05-02 10:49:38.695712,
553,2576,1044,2024-05-02 10:49:38.695712,
554,2406,1044,2024-05-02 10:49:38.695712,
555,2413,1044,2024-05-02 10:49:38.695712,
556,2395,1044,2024-05-02 10:49:38.695712,
557,2472,1044,2024-05-02 10:49:38.695712,
558,2392,1044,2024-05-02 10:49:38.695712,
559,2434,1044,2024-05-02 10:49:38.695712,
560,2404,1044,2024-05-02 10:49:38.695712,
561,2398,1044,2024-05-02 10:49:38.695712,
562,2577,1044,2024-05-02 10:49:38.695712,
563,2859,1044,2024-05-02 10:49:38.695712,
564,2627,1044,2024-05-02 10:49:38.695712,
565,2587,1044,2024-05-02 10:49:38.695712,
566,2425,1044,2024-05-02 10:49:38.695712,
567,2623,1044,2024-05-02 10:49:38.695712,
568,2409,1044,2024-05-02 10:49:38.695712,
569,2421,1044,2024-05-02 10:49:38.695712,
